201708226031017|201708226031017|0
201708226031027|201708226031027|0
201708226031332|201708226031332|0
201708226031756|201708226031802|0
201708226031839|201708226031839|0
201708226032117|201708226032117|0
201708226032305|201708226032305|0
201708226111249|201708226111249|0
201708226014816|201708226014816|0
201708227124724|201708227124724|0
201708227124806|201708227124806|0
201708227124843|201708227124843|0
201708227010255|201708227010255|0
201708227010332|201708227010332|0
201708227030003|201708227030003|0
201708227101012|201708227101012|0
201708227101218|201708227101218|0
201708227101441|201708227101441|0
201708227101919|201708227101919|0
201708227103603|201708227103603|0
201708227104457|201708227104457|0
201708227104552|201708227104552|0
201708227105427|201708227105427|0
201708227105432|201708227105432|0
201708227105518|201708227105518|0
